base64,description,x,y
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADFJREFUCNdjYIACESBmCQESjAFAwtUBSIgKAAmwUCCIAAmxgJSChBlAPFYQQxSmGwwAhTMC0et+Ih8AAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a magic wand"",
    ""a bone fragment"",
    ""a fishing rod"",
    ""a simple staff"",
    ""a lightning bolt icon""
  ]
}",36,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAENJREFUCNdjYAAD0RAGBsYAVgcGVtaAAAaW0FABBpZAVyDh6CgA5YJZIDFWQZcABkbREAcGRkdHBwaGEFGgAawBEIMAVw0Ie51QClwAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone shield"",
    ""a fortified tower base"",
    ""a magical rune"",
    ""a decorative emblem"",
    ""a building upgrade icon""
  ]
}",37,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADRJREFUCNdjYAAB1tBQBwYWBgYgERoCJFxdYKwAERgB5iIIsBLRAAcGVgZGBwbG0FCwQQwApWYKWcEtbuIAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a closed book"",
    ""a treasure chest"",
    ""a stone tablet"",
    ""a spellbook icon"",
    ""a wooden door""
  ]
}",38,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAC1JREFUCNdjYAAD10AGBsbQUAcGRgYGICGKhWAIwSQcGB0YGEJEgQawBkAMAgANvgavB8O2dQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a shield with a pattern"",
    ""a castle battlement"",
    ""a treasure chest"",
    ""a stone block with markings"",
    ""a UI element for defense""
  ]
}",39,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAD5JREFUCNc1jDEKACEQA0fY9Db3n2vsI7j//4q6YIqBMCFwE3JHmUZgIrMTYx5YB3M8VC1xJ5JNs374Vh2xAVBCCF0UpjKhAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a stone well"",
    ""a castle gate"",
    ""a magical portal"",
    ""a treasure chest"",
    ""a building foundation""
  ]
}",40,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPPS0G////9jCPPgAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAC5JREFUCNdjYEADrA5AQkAASIgGwFmhDiCWAANjaGgAAwtrgAADK4jFGABWjQwAn+UEvqZycQUAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a small shrine"",
    ""a golden treasure chest"",
    ""a stack of coins"",
    ""a building foundation"",
    ""a resource deposit icon""
  ]
}",41,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADlJREFUCNdjYEACrCBC0AFIsAAJURDXIQDICg0VYGBwDBVhYA0NdWEQEAUSooGhIQysDqEBMG1QAADgnQaYLywwpAAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a small ruined building"",
    ""a pile of rubble"",
    ""a stone altar"",
    ""a broken statue"",
    ""a resource node (stone)""
  ]
}",42,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAClJREFUCNdjYEAFoqGhIQyCDAwuDKKMDiEMAqwBLBACzIVIgJQgFKMCAO+DBgqIp461AAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a stack of coins"",
    ""a treasure chest"",
    ""a gold bar"",
    ""a money pouch"",
    ""a wealth UI icon""
  ]
}",43,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAC9JREFUCNdjYEAA1gAg4SIIJBwYgURoKIwQYAESgiBCwAVIBLICiQBXmKxoCJIZALSyBLvXmFBVAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a small treasure chest"",
    ""a potion bottle"",
    ""a decorated box"",
    ""a magical artifact"",
    ""a loot drop icon""
  ]
}",44,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADJJREFUCNdjYEAA1gAgIcACJERDYFwHRiDhGsjAwBjA6sDAGBoIJ1xBRKgDA0NoKJIZAN9eBtM8atCSAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a small wooden barrel"",
    ""a stack of coins"",
    ""a treasure chest"",
    ""a well"",
    ""a potion ingredient""
  ]
}",45,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADZJREFUCNdjYEAA0RAg4cAIJRgdGB0YWEVDAhhYHRiBRGhoAANLaKgAAysDA5TLGBrqANUGAwAAqwcnlEVVnwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a wooden table"",
    ""a blacksmith's anvil"",
    ""a treasure chest"",
    ""a simple altar"",
    ""a crafting station icon""
  ]
}",46,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADBJREFUCNdjYEAA1gAgESIKJEJDGRhYQkMFGFhCRIEEA4MAslgAK5BwYIQSYAk4AADp6AXd99zt9gAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a wooden chest"",
    ""a treasure box"",
    ""a small altar"",
    ""a storage crate"",
    ""a building foundation""
  ]
}",47,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACVJREFUCNdjYAADRgcIzcAaGhoAIRhDQx1wc5G0OToCCUEXiAgAe+cJKgNEjjUAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a wooden signpost"",
    ""a notice board"",
    ""a treasure chest"",
    ""a simple wooden shield"",
    ""a crafting table icon""
  ]
}",48,4
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAB1JREFUCNdjYAABRgdGBwZB10AXCAHmIghiJUAAAHtICZPyiSzoAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a stone pillar"",
    ""a set of double doors"",
    ""a bookshelf"",
    ""a gate icon"",
    ""a ruined wall section""
  ]
}",0,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAD1JREFUCNdjYICCAAZGEMUiGhrCwBAKJBgDgFxGR5CEqwOQcAwAEg4hIEIEKOHAEMIg6BoIJhyAXKAACAAAPy8I4M0RukYAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a corner of a building"",
    ""a stone block with a crack"",
    ""a ruined wall section"",
    ""a simple treasure chest"",
    ""a floor tile with a pattern""
  ]
}",1,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADFJREFUCNdjYAABRgdGBwZB18AAIBEQAuQyiIDEwBIuIAkoAeZCJYBKwIrB2sAGgAAAY84I97wmuEkAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a broken pillar"",
    ""a ruined wall section"",
    ""a stone golem fragment"",
    ""a bookshelf"",
    ""a crafting station icon""
  ]
}",2,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAB9JREFUCNdjYAABRgdGBzCDQdA10AVCICTQCJzqQAAAClsGuQtb3poAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone well"",
    ""a small shrine"",
    ""a magical portal frame"",
    ""a treasure chest"",
    ""a building foundation""
  ]
}",3,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADBJREFUCNdjYAABRgcgIcgaGsIg6AokGBzAYkBRIHIAigW6gAgWmBiMgEm4QLggAABKkQi3XNBlkgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a stone altar"",
    ""a simple wooden table"",
    ""a ruined doorway"",
    ""a crafting station"",
    ""a treasure chest""
  ]
}",4,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACZJREFUCNdjYEAFjCwCDkiEaGhoCLoEWEyQRcCFQYCBgQXChasDAL3JBnOsSbZBAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a wooden palisade"",
    ""a section of castle wall"",
    ""a fortified gate"",
    ""a bookshelf"",
    ""a crafting table""
  ]
}",5,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADRJREFUCNdjYAABxtBQBwZWFoEABgEGBhYIV4QBhAJdgVSgqwgyAZIAKxENDQ0B64cqBgIAOvQHmiaD3iMAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a bookshelf"",
    ""a small shrine"",
    ""a treasure chest"",
    ""a building facade"",
    ""a storage container UI icon""
  ]
}",6,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAB9JREFUCNdjYMACRENDQyAskUBXEawEmjpWBoYAMAMA3XgGMiRhsRAAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a wooden cart"",
    ""a simple bed"",
    ""a market stall"",
    ""a treasure chest"",
    ""a crafting table""
  ]
}",7,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAQMAAAAlPW0iAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAGUExURTys1////9g1q7wAAAABYktHRAH/Ai3eAAAAB3RJTUUH6QYdDBwK3xTXLwAAAAxJREFUCNdjYCANAAAAMAABx6qFjgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a clear water tile"",
    ""a magical energy field"",
    ""a sky background element"",
    ""a potion ingredient"",
    ""a UI highlight color""
  ]
}",8,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPDys1////0lyLdwAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABtJREFUCNdjYA0NDWUAE4wgQhBOMMIl0Ai86gCIHhBhtFnBZQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a water tile with a dock"",
    ""a shallow pool with rocks"",
    ""a blue wall section"",
    ""a riverbank edge"",
    ""a UI element for water""
  ]
}",9,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPDys1////0lyLdwAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACRJREFUCNdjYIAARgcGBtYAVgaG0NBQBkY4wYqFAEsIwglUdQDPSw3TB1A+BQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a water tile"",
    ""a shallow pool"",
    ""a magical portal"",
    ""a blue gem"",
    ""a UI element for mana""
  ]
}",10,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPDys1////0lyLdwAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABZJREFUCNdjYA0NDWVgBBGOICKUQgIAHCEUiaRSFrEAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a small island"",
    ""a shallow pool of water"",
    ""a magical energy source"",
    ""a healing spring"",
    ""a UI element for water""
  ]
}",11,5
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPDys1////0lyLdwAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACBJREFUCNdjYGANYGCAEIwhQEIQToC5ENlAOIFfXQADANzHBZPc8DAmAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a narrow waterfall"",
    ""a magical energy conduit"",
    ""a frozen pillar"",
    ""a deep crack in the earth"",
    ""a water UI element""
  ]
}",12,5
